id,tweet,label
849,HASHTAG: estas son 5 lecciones para mejorar tu vida personal y profesional con enseñanzas encontradas en la serie.  https://t.co/03R2z9RO4U,others 
850,"Hoy estoy bipolar, llevo tiempo esperando el capítulo de hoy, poder ver el enfrentamiento por fin con los caminantes blancos en la HASHTAG pero no estoy preparada para ver morir a muchos de los personajes. Quiero que pase pero no quiero. HASHTAG HASHTAG",sadness 
851,Hoy fue un dia lleno de emoción viendo HASHTAG  y HASHTAG HASHTAG HASHTAG,others 
852,"Espero que los tiempos difíciles se han terminado pronto:  ""es más difícil liberar a una nación de servidumbre que esclavizar a una nación libre. "" (Simón Bolívar) HASHTAG",sadness 
853,"😘📚☕🙋Aunque hace mucho prefiero las versiones en digital de los libros. Soy de las que disfrutan entrar a una librería revisar varios autores, leer el resumen de los libros, romper los envoltorios, hojear un libro, el olor de las hojas es increíble,  HASHTAG 🐾🙋🏻 https://t.co/l35Hc5HLkd",joy 
854,"Un abrazo a los colaboradores de HASHTAG en HASHTAG, sólidos en sus posiciones de trabajo como respuesta a quienes intentan destrozar la obra de la Revolución Bolivariana. HASHTAG. https://t.co/3gkgGdXeSj",joy 
855,Qué hermoso volver a ver fútbol HASHTAG,joy 
856,"""Si quieres hacer un regalo que perdure: Regala un libro, estarás regalando un tesoro muy valioso 🎉🤗#DíaDelLibro",others 
857,HASHTAG un buen libro qur me recomienden,others 
858,5. A Podemos le fueron favorables los debates y el regreso de Pablo Iglesias. Terminó superando el número de diputados que le asignaban casi todas las encuestas. HASHTAG HASHTAG,surprise 
859,Que a gusto me voy a dormir sabiendo que mañana no tendré que salir a la calle con esto puesto... HASHTAG https://t.co/WEVzlHXMdq,others 
860,"Cuando te digan ""peleas como niña!"", diles que sí!   HASHTAG HASHTAG   HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/1EHkzqMaSb",others 
861,"Beñat 🔥🔥🔥, vaya golazo de falta HASHTAG HASHTAG",surprise 
862,USER Buenas para mi 2x1 barcelona HASHTAG,others 
863,Todos esos venezolanos y mexicanos HASHTAG que se manifiestan a favor de HASHTAG yo les digo que pueden irse ahora mismo a HASHTAG  y aquí en HASHTAG NADIE LOS VA A EXTRAÑAR 😃,disgust 
864,Ya hacía falta el gol de Suarez en la HASHTAG,others 
865,USER USER USER HAN FRACASADO EN SU INTENTONA GOLPISTA HASHTAG HASHTAG,others 
866,El periódico USER ya da por fracasado el levantamiento militar... parece que a Maduro no lo saca nadie. HASHTAG https://t.co/9eR8ULdy9L,sadness 
867,"¡Conmemoramos el día del idioma! Representación de fragmentos de las obras la Ilíada, la Odisea y la Divina Comedia. HASHTAG HASHTAG HASHTAG HASHTAG USER USER USER USER USER USER https://t.co/tPk3l3PCeN",joy 
868,"Si esa jugada la hace un defensa del Barça, uff llorarían todos porque la marcaran. HASHTAG",others 
869,Cambias a Valverde por el Cholo ahora mismo y no hay ninguna diferencia en el planteamiento.  Y lo peor es que no calienta nadie.  HASHTAG,others 
870,"""Al lector. Que encuentre usted la felicidad.""   HASHTAG HASHTAG HASHTAG  HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/x3V3q0Z7gK",others 
871,"Inspirados por HASHTAG, estos estudiantes peruanos están luchando por poner el tema del HASHTAG en la agenda nacional. Desde mayo marcharán todos los viernes, hasta que el Gobierno adopte medidas para enfrentar la emergencia  https://t.co/ZXof5ESSPc https://t.co/DmHMtMlMVv",others 
872,"HASHTAG Abrazo de dos glorias inglesas, los mensajes de Rojo y Lavezzi y el dardo de Balotelli: las reacciones tras el golazo de Messi de tiro libre https://t.co/ZPKmjnphYq https://t.co/BDqhPP4PIF",others 
873,"HASHTAG para celebrar HASHTAG  HASHTAG o el día que quieras, HASHTAG https://t.co/fLpunfcZtj",others 
874,"La mala leche de los guionistas con sus personajes. Arya yéndose a donde sabe que va a llegar el otro (es decir, da la batalla por perdida) y agazapándose para matarle mientras Jon está ahí escondido debajo de una piedra.   HASHTAG HASHTAG HASHTAG HASHTAG",anger 
875,Menos de 80 escaños para el USER significa un auténtico descalabro a nivel económico. Podría peligrar su sede en Génova y el puesto laboral de muchos trabajadores... mucho ojo   HASHTAG,others 
876,Esa sonrisa 😍❤️💙 Te amo Lionel !!! HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/hWBo7t7mr8,joy 
877,"Pablo Iglesias compara el 28A con HASHTAG: ""Veremos si triunfan los caminantes blancos"".  El líder de Podemos hace la analogía con la serie en la HASHTAG: ""El mundo está velando armas"". (VÍDEO 🎥) https://t.co/o4PJmCmdtS",others 
878,"Hoy es el HASHTAG y tengo a alguien que consume libros 📚 de una forma muy bonita, que le dan felicidad, mucha felicidad y cuando termina uno, se llena de cosas increíbles y quiere más y más conocimiento, nuevas formas de ver y vivir lo aprendido. https://t.co/2dSpAf6ae5",joy 
879,"HASHTAG HASHTAG En serio, lo de HASHTAG... En tercer gol de falta, estratoférico!!! HASHTAG HASHTAG HASHTAG",others 
880,"Así estaba el 22 de marzo cuando le hice esta foto mientras paseábamos davidfigueras y yo.    No entramos, había una cola enorme y no teníamos tiempo. Ahora me arrepiento. 😔 HASHTAG https://t.co/pAkDntneuo",sadness 
881,"Ahora duerme tu, con toda esta tensión HASHTAG",others 
882,Que vergüenza la izquierda Argentina!!! Patética!! Por dios!!!#VenezuelaLibre,anger 
883,HASHTAG sos todo lo que está bien...♥️♥️♥️ HASHTAG  HASHTAG,joy 
884,Dolor y una profunda tristeza es lo que podemos expresar ante lo sucedido en la Catedral de HASHTAG Las majestuosas HASHTAG y HASHTAG permanecieron para seguir cuidando y transmitiéndonos historia de tan bella HASHTAG https://t.co/R9dZHXNw2M,sadness 
885,Pensar que estos podríamos ser nosotros... Queremos a HASHTAG HASHTAG https://t.co/KMvg9YBDv0,others 
886,"Que nervios las elecciones en España 🇪🇸, se debaten entre extremos y extremistas. HASHTAG",surprise 
887,Si voy a chillar si no regresa sanito y a salvo 😖😖😖 HASHTAG HASHTAG HASHTAG,others 
888,EL MEDICAMENTO HERBOLARIO del momento activa el metabolismo de forma natural   HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/bpuoM2NO15,others 
889,Historias mágicas del futbol en algunos libros 📕⚽ ¿Qué otro tienes para recomendar?🔝  HASHTAG | HASHTAG | HASHTAG https://t.co/Yn73dZIy5X,others 
890,"Solo puedo decir que anoche vi HASHTAG y casi me da algo, el mejor capítulo de todas las temporadas. (Jonh nieve mata al caminante)",joy 
891,¡Éste es nuestro regalo de Sant Jordi!  Muchas gracias USER por crear un movimiento para transformar la salud.  HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/7OshkX8gfh,joy 
892,Pero quien te ha insultado a ti tontopolla HASHTAG,anger 
893,La lectura es un maravilloso acompañante de niñ@s y adolescentes durante sus tratamientos! HASHTAG USER USER https://t.co/W7e7CZWGum,joy 
894,"No fue un golpe de estado en HASHTAG, simplemente fue para camuflar la salida de Leopoldo y Guaidó del país por la vía del asilo político!",others 
895,Sin duda alguna EL CAPÍTULO!!! Tensión de principio a fin!!!! 😱 HASHTAG 🧟‍♂️🐲🔥🗡⚔️💃🏽 HASHTAG HASHTAG HASHTAG,surprise 
896,Pues ya lista para ver si toca exilio o no. HASHTAG https://t.co/MWMzycTmzb,others 
897,Vaya nochecita de emociones. Y en un rato HASHTAG. Menos mal que ya me vi HASHTAG hace unos días.,joy 
898,Messi si que quiere ganar la HASHTAG. Lo mejor del USER hasta en lo peores momentos de juego. 👏  HASHTAG,others 
899,"HASHTAG El presidente de la Asamblea Nacional Constituyente (ANC) de, HASHTAG, Diosdado Cabello hace un llamado al pueblo a defender la soberanía de la nación   Para más detalle visita HASHTAG  👉👉https://t.co/kdaFldbr6y https://t.co/KGl3QGN2QT",others 
900,¡Ese tiro libre de Messi es Poesía!  HASHTAG HASHTAG USER,joy 
901,hoy el Barça se corona campeón de HASHTAG HASHTAG,others 
902,"En los momentos tristes leo, en los momentos alegres leo, todo momento en mi vida, es una excusa para tomar un libro y disfrutar de uno de los mayores placeres de la vida : leer,y  aprender . El Universo entero est'a a mis pies cuando leo.📚😍 HASHTAG",joy 
903,"Hoy, en Café La Vida hemos acompañado los desayunos con libros para tod@s ;)  ¡¡FELIZ DÍA DEL LIBRO!! ☕📘  HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/GIxQJcNmYB",joy 
904,"Me sumo a los Tinchos y las Pilis con mi foto en HASHTAG Fuera de broma, todavía no puedo creer lo que pasó. HASHTAG infinita por la pérdida cultural e histórica https://t.co/FJuIklPGfW",sadness 
905,"Como llora el maricon barrabrava, que se hizo el matón frente a la embajada de HASHTAG USER",disgust 
906,Messi le acaba de meter un gol de otro planeta al Liverpool en la HASHTAG ¡INCREÍBLE ese tiro libre!,joy 
907,"Que López no sea cobarde, vale la pena morir por el pueblo, el sacrificio de uno está sobre el sacrificio de muchos, así somos los chilenos, cagados de la cabeza HASHTAG HASHTAG",anger 
908,"Injusto o no el marcador en Barcelona hasta el momento?  Liverpool, si no la metes, ahí está, de nada sirve dominar.  HASHTAG",others 
909,"Un poderoso mensaje sobre el dedo que deberíamos sentir por lo que le sucede a nuestro planeta, por lo que le hacemos a nuestro hogar. HASHTAG HASHTAG https://t.co/aGjOagQl1Y",others 
910,Os digo en serio que lo estoy pasando realmente mal HASHTAG,sadness 
911,"Otra noche que me acuesto cabreado...hoy por Messi. Hace unos días por las elecciones...vaya semana. Días duros para la derecha y el madridismo. Eso sí, volveremos con más fuerza! HASHTAG HASHTAG",anger 
912,"Hola soy Pedro Sánchez, si soy tonto pero gobierno un país HASHTAG",others 
913,USER La Unión Europea ha sido absolutamente inútil en ayudar a recuperar la democracia o preservar los derechos humanos en HASHTAG. Muchas gracias por su opinión https://t.co/YYgOczO4no,sadness 
914,"""Barcelona Campeón"": Porque derrotó a Levante y se quedó con HASHTAG 2018/19 https://t.co/lyirWg78Hm",others 
915,Hoy es un buen día porque... HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/D6ftALPW4F,others 
916,Y aun asi hay gente que dice “no pasa nada en Venezuela” “no me consta” ojala nunca tengamos que pasar por una situación así HASHTAG HASHTAG https://t.co/MbkfQFjU7H,disgust 
917,"Estudiantes de escuelas de HASHTAG en huelga para salvar el planeta, siguiendo el ejemplo de la sueca HASHTAG HASHTAG https://t.co/PlrTfKLDWz",others 
918,"HASHTAG | A 500 años de la llegada de la Iglesia Católica a HASHTAG se ha avanzado mucho y hace falta mucho también por hacer; hoy es un momento de agradecimiento, dice el nuncio Franco Coppola. | Como doloroso calificó el incendio ayer en HASHTAG USER https://t.co/YlPP3nzfzL",sadness 
919,Mientras los glaciares y el hielo en el Ártico desparecen a enorme velocidad. Un grupo de payasos llamados políticos ni mencionan el problema.  HASHTAG  HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG,anger 
920,Así se celebra HASHTAG en casa desde HASHTAG USER USER https://t.co/XGM6rQ4DnL,others 
921,"Quasimodo, tu refugio arde, ya no tendrás donde ir cada vez que te persigan, qué gran tristeza.  HASHTAG HASHTAG https://t.co/vIDfnRJoMp",sadness 
922,"Cuando entras a HASHTAG ✨ y además, huele a canela... Me encanta. HASHTAG 💕",joy 
923,"Bueno, ayer ví la mejor película de todos los tiempos a nivel de superhéroes, hoy voy a ver a quedar campeón al mejor equipo de todos los tiempos 😉 a nivel de fútbol HASHTAG HASHTAG HASHTAG",joy 
924,Messi es el Dios del Fútbol  HASHTAG,others 
925,ENCIMA tenemos que poner policias para ciudar a los HASHTAG de mierda que estan haciendo quilombo. VAYANSE CON SUS DRAMAS A VENEZUELA LA RECONCHA DE LA REPUTISIMA MADRE QUE LOS PARIO. DEPORTEN A ESTA GENTE DE MIERDA DE UNA VEZ!!!!! HARTOS DE LOS VENEZOLANOS Y DE HASHTAG,anger 
926,"USER USER. USER: ""Si este esfuerzo falla, se hundirán en una dictadura desde la cual hay muy pocas alternativas posibles. Es un momento muy delicado ... el presidente quiere ver una transferencia pacífica del poder de Maduro a Guaido. Esa posibilidad aún existe ... "" HASHTAG",others 
927,"Estamos de acuerdo que el HASHTAG se roba HASHTAG, que HASHTAG es un fenómeno y pues ya pueden ir contándole el campeonato de USER  Pero sean honestos y fuera de su fanatismo respondan esto: Este mismo equipo sin Messi ¿Podría ser siquiera campeón?",surprise 
928,¡Francia está herida! ¡Europa está triste! ¡El mundo está conmocionado!  HASHTAG https://t.co/shkZ23rwZB,sadness 
929,Aproveché lo triste de HASHTAG para buscar esta foto con mi querido amigo USER en el 2010. Lástima que no pudimos entrar. https://t.co/cBhrRB4qEH,sadness 
930,Fantástico análisis del peso de los personajes femeninos en HASHTAG de mi compañera USER. https://t.co/xkk0widy8Y,others 
931,USER USER USER USER urgen acciones contra masacre a personas en HASHTAG https://t.co/GpzPRHprmL,others 
932,"HASHTAG  HASHTAG  Señores fachas, parece que el okupa ya se ha legitimado.",others 
933,"Envidia de mis Hermanos catalanes y vascos, como se nota que hay culturas e idiomas diferentes. Eso define una nación  HASHTAG",joy 
934,USER y USER  en USER. Sólo falta el blanco y negro y es como ver el HASHTAG HASHTAG HASHTAG,others 
935,"Felicidades, lograron mantenerse con vida para poder ver la batalla de Winterfell! HASHTAG HASHTAG",joy 
936,Nos unimos a la HASHTAG  de HASHTAG contra el cambio climático a través de iniciativas con niños y niñas entre los 4 a 13 años reconocidos como HASHTAG de la vereda El Pescado de Puerto Boyacá https://t.co/mZCN6mDgTP,others 
937,"Uno sería imposible. Me parece bien tres: Crónica de Travnik, Kaputt y Cien años de soledad... HASHTAG  HASHTAG",others 
938,"hay un idiota tarifado que habla que si los HASHTAG entran en HASHTAG la vuelven como Siria, no sabe que los cubanos de la volvieron mier......, no sabe que 3.000.000 se han ido, fantoche HASHTAG USER",anger 
939,"Anheló de vivir , la vida de Vincent Van Goh , de mis libros favoritos USER  HASHTAG",sadness 
940,"Patrimonio, historia, fe y religión son palabras que identifican a la Catedral de HASHTAG.   🙏🏻 Unidos en oración y solidaridad con toda la feligresía  francesa por tan triste acontecimiento. https://t.co/9GwwfiIlVW",sadness 
941,"Mi rutina de los lunes ahora incluye ver el capítulo de HASHTAG a las 16:30 y pasarme las siguientes 4 horas en el sofá entre la reflexión, la catatonia y la sobreanalización de TODO con mi consejo de sabias (@bearamper USER USER) HASHTAG",others 
942,"“Y si las soluciones dentro del sistema son imposibles de encontrar, quizá deberíamos cambiar el sistema”. HASHTAG USER siempre con las noticias importantes. Razones urgentes para apoyar la huelga climática del 15-M | La crónica verde https://t.co/eO6PksJLEV",others 
943,La banda al parecer encuentra difícil aceptar que Maduro👨🏻 es un dictador y al mismo tiempo que lo de hoy es un intento de golpe de Estado.   La pregunta es... ¿Es moralmente aceptable dar un golpe de Estado contra un dictador? Utilitarismo vs Imperativo categórico. HASHTAG,others 
944,Tremenda foto. Cómo lo que pasa en HASHTAG https://t.co/skGLG43puG,surprise 
945,"Triunfo feminista.  ¿Dónde terminan casi siempre las HASHTAG? Pues en iglesias y con la amenaza constante de quemarlas, de cagar en ellas, de destruirlas... Dicen que el fuego purifica...  HASHTAG  HASHTAG  HASHTAG https://t.co/hstA2S93c8",anger 
946,"📖👀  LEER TE HACE BIEN,  PORQUE TIENE VITAMINA ""SÉ"".  HASHTAG",joy 
947,"hoy: llorar, trabajar, ver twitter, llorar, bloquear comunistas, reunión, pasear a palmi, llorar. HASHTAG",sadness 
948,"🔵Lo bueno: HASHTAG, la adolescente que revolucionó el combate al HASHTAG  🔵Lo malo: El HASHTAG recibe multa por impuntualidad de HASHTAG 🔵Lo feo: Diputada de HASHTAG propone vender cerveza caliente en la HASHTAG  ➡️  https://t.co/KbWp7yzxHk https://t.co/aqHkNECSSu",others 
949,"""Ustedes no son lo suficientemente maduros como para contar las cosas como son. Incluso esa carga la dejan para sus hijos"" ""Ustedes dicen que aman a sus hijos por encima de todo, pero les están robando su futuro ante sus propios ojos"" HASHTAG https://t.co/pPD1bPVly8",anger 
950,El tercer capítulo de la 8 temporada de HASHTAG es brutal,surprise 
951,"En foodtopia,cuando producimos un plato, no solo nos preocupa que esté bueno,nos preocupa que nuestra forma de alimentarnos es más del 50% de la amenaza a - NUESTRO DERECHO A EXISTIR-- HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG",others 
952,"HASHTAG HASHTAG     Con el 83,33% escrutado:  HASHTAG: 123 HASHTAG: 65 HASHTAG: 57 HASHTAG: 35 HASHTAG: 24",others 
953,Pero qué buen día ha llegado! 😊 USER HASHTAG https://t.co/CogOEWXj8B,joy 
954,HASHTAG  casi me muero!!!!! El mejor capitulo de la serie! Arya la puta ama!,surprise 
955,"He aquí la primera novela que leí HASHTAG del sr HASHTAG  Me enamoré del protagonista y coprotagonista, el primero apasionado, feroz y avasallante, el otro inteligente,calmado y centrado. Leí todas las novelas que el autor escribió de ellos y las disfrute. HASHTAG https://t.co/ohp8QI22et",joy 
956,"Desde Pilar, Argentina apoyamos una HASHTAG. Libre de la dictadura populista. https://t.co/S5IRfcx3ID",others 
957,"No nos creemos lo que ha pasado. Con lágrimas en los ojos, esta es nuestra CRÍTICA del 08x03 de HASHTAG https://t.co/Eh28z34mWU https://t.co/0Zro2W1e2W",sadness 
958,"HASHTAG HASHTAG joven heroína del clima, da lección en HASHTAG Aquí los detalles ⬇️ https://t.co/AbAnbBHxIJ https://t.co/JjAdPY2v5p",others 
959,Pues parece que se ha quedado muy buena noche 🤔🤔😉 HASHTAG,others 
960,"Las tropas de HASHTAG en HASHTAG son un ejército de batas blancas que se llaman Médicos y que son muy bien acogidos por los pobres del mundo cuando llegan a cualquier país, algo de lo que el Sr Bolton no conoce que se llama HASHTAG https://t.co/wbiM8Sdy6x",others 
961,"Qué poca gente sabe cómo votar al Senado. No sé, por si a alguien le da qué pensar. HASHTAG",others 
962,Haciendo hoy de “corresponsal” de USER hablando sobre la triste experiencia vivida ayer en HASHTAG. Cómo me gusta la radio! Gracias Ser Vitoria y Naiara!  https://t.co/DxzGLwNi36,joy 
963,Me acabo de marcar un nuevo récord mundial de apnea: exactamente hora y veinte sin respirar. HASHTAG HASHTAG,surprise 
964,"Qué bonito, regalando libros hoy en el HASHTAG entre nuestros políticos favoritos en HASHTAG",joy 
965,"Me parece mentira, que pena más grande. HASHTAG https://t.co/IrsB1ihhAM",sadness 
966,"HASHTAG Haya ganado o perdido tu opción política, este vídeo seguro que os hace sonreír un poquito... Creo que no he hecho un vídeo mejor en mi vida. Quiero mi Goya https://t.co/MtZ6nodSck",joy 
967,HASHTAG | Alineación del Levante ante el Barcelona: https://t.co/nqHrLBf2vD,others 
968,Ya falta poco para la épica HASHTAG de HASHTAG. Espero algo así HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/MaOwabiKCa,others 
969,"El cerebro es Leopoldo López, nunca olviden eso HASHTAG",others 
970,¡Aprovechando el momento relax! Viendo el nuevo capítulo de HASHTAG con el pequeño James enganchado a la teta 😬😬😬 HASHTAG HASHTAG HASHTAG https://t.co/fHsgSQnJZQ,joy 
971,"Dices que amas a tus hijos por encima de todo, y sin embargo, estás robando su futuro frente a sus ojos. USER, Activista contra el cambio climático. HASHTAG  HASHTAG HASHTAG HASHTAG HASHTAG 🐚🍃✨ https://t.co/nINnxGmprf",others 
972,Desde USER nos sumamos a la lamentación por lo ocurrido en HASHTAG. Una gran pena en todos los sentidos,sadness 
973,Entró Lío y se armó el despelote  HASHTAG  HASHTAG,surprise 
974,HASHTAG   🏆 ¡Esta Liga ya tiene dueño!  🔴🔵 El HASHTAG vence al HASHTAG con un gol de HASHTAG y se ploclama campeón de HASHTAG   🔹️ Es la liga número 26 del HASHTAG ⚠️ Ha ganado 8 de las últimas 11 ligas   HASHTAG (📸 USER) https://t.co/qGL92rEkqC,others 
975,Menos mal que ya conocí  HASHTAG 🤭 🔥,others 
976,[MUNDO] USER hace regresar vuelo París-Caracas por situación en HASHTAG https://t.co/VIGSUg2SBP 🇻🇪,others 
977,Clima. Greta Thunberg interviene al Parlamento Europeo  HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/bHs23VxZ6n,joy 
978,El resumen de noticias está listo https://t.co/VOkIZyesEH Gracias a USER USER USER HASHTAG HASHTAG,others 
979,Festivo+desayuno en la cama+último capítulo de HASHTAG= día 10,joy 
980,HASHTAG⚽️🇪🇸   USER 1-0 USER   ¡TRIUNFO sufrido de los colchoneros que siguen con vida en la lucha por el título!  Aquí las mejores acciones: https://t.co/jGPMoRb7rZ https://t.co/mcBn7t5z42,joy 
981,"HASHTAG  Pensaron que hoy era el día, pensaron que caería Maduro con el apoyo gringo pero fue un Bahía de Cochinos.   Aprendan de Julio del 79: al dictador Somoza le cayó la bazuca.  Lean otra vez, bazuca.",anger 
982,"HASHTAG Es una pena que haya pasado esto, da mucha tristeza, espero que se recupere todo lo que se pueda, todo mi apoyo al pueblo parisino y francés",sadness 
983,"Oficialmente concluido este fin de semana, tengo algo que decir:  ¡Gracias HASHTAG, gracias HASHTAG!  Hace mucho no gritaba como niño pequeño frente a una pantalla.  Gracias infinitas.   HASHTAG HASHTAG HASHTAG HASHTAG",joy 
984,HASHTAG ayúdanos a olvidar durante unas horas lo que no queremos que ocurra. HASHTAG https://t.co/8laUELeANm,others 
985,USER Es una gran perdida para el pueblo Frances y la comunidad catolico lo ocurrido con la catedral de HASHTAG,sadness 
986,"Campeones de HASHTAG, los AGONIAS y los HASHTAG ni se os ocurra celebrar nada, un pis y a la cama!!!  HASHTAG",disgust 
987,"Por lo mal que parece que les ha salido el HASHTAG en HASHTAG, tiene toda la pinta de de ardiz del gobierno HASHTAG para desactivar a HASHTAG ""el HASHTAG"".",others 
988,"Lo único bueno de estos resultados es que mañana no va a haber cristales rotos ni contenedores quemados, porque los fascistas no somos nosotros. HASHTAG HASHTAG",others 
989,Cómo se destruyó en el Barcelona Coutinho HASHTAG,others 
990,"¡#Barcelona CAMPEÓN de HASHTAG! 🔵🏆🔴  Con gol de nada más y nada menos que HASHTAG ⚽️, HASHTAG consigue su OCTAVO título de las ULTIMAS once ligas 🔥 https://t.co/559J6LqYUs",joy 
991,Estoy de los putos nervios jodeeeeer HASHTAG,others 
992,"Ustedes sigan como desde hace mes y medio, con chancletas y los pies metidos en la arena... Yo les digo en qué momento hay campeón. HASHTAG HASHTAG",others 
993,"Deseamos un feliz HASHTAG a todos nuestros amigos y seguidores. Dejadme que os cuente un secreto: los muy lectores, en realidad, lo celebramos cada día al elegir un libro, abrirlo y ponernos a leer. https://t.co/3Rmz8Wmfbf",joy 
994,Lo peor para Vox es que ahora va a tener que debatir y hacer propuestas concretas. HASHTAG,others 
995,El Siglo XXI tiene un dueño en el Fútbol de HASHTAG...⚽ ¡BARCELONA! 🔵🔴😎 https://t.co/Yzr5qd4Wyw,joy 
996,"Qué gran tragedia HASHTAG, es una pena que tanta historia y cultura de la humanidad se desvanezca en un abrir y cerrar de ojos 😓",sadness 
997,No se diga más... MESSI el mejor 🤩 HASHTAG HASHTAG HASHTAG https://t.co/R8ZkQXGj1C,joy 
998,Cambio a Dembelé por Coutinho...y en el 2° tiempo entra el francés HASHTAG HASHTAG https://t.co/zPo3rLEbcV,others 
999,"USER Todo lo que no te conté, de Celeste Ng. Qué bien escribe!! HASHTAG",joy 
1000,"Los religiosos siempre dicen que los planes de dios son perfectos, que significara la caida de HASHTAG ? que deben morir los pedofilos, las religiones, la iglesia? 🤔",disgust 
1001,Se bajara los pantalones pedro antes los terroristas y los idependentitas? O veremos otra vuelta de las elecciones? HASHTAG,others 
1002,"Oh dios mio, que tremendismo capítulo... aun no lo supero... HASHTAG",surprise 
1003,USER consigue la asombrosa cifra de 0 escaños en HASHTAG. Orgulloso de mi tierra 🇮🇨💜✊🏼  HASHTAG  HASHTAG,joy 
1004,Más que lista para ver Liverpool - Barcelona HASHTAG,joy 
1005,Ep3. Otro episodio en el que no muere nadie y ni una gota de sangre en HASHTAG   Una pregunta: Porque se dan la vuelta los caminantes blancos y no atacan a nadie?,others 
1006,"Que pena lo de HASHTAG. Eso sí, a los sirios que les den, si destruyen una ciudad patrimonio de la Humanidad. Ahí no interesa dar millones. Mucha pena, pero más asco. HASHTAG",sadness 
1007,HASHTAG | HASHTAG 📚 ¿Cuánto dinero mueve el mercado editorial cada año? 🤔 ▪️Solo en Lima la venta de libros aumenta año a año ➡️ USER https://t.co/e3O8XKoUr7,others 
1008,En apenas 4 horas se estrenará en USER el tercer capítulo de la octava temporada de HASHTAG. Si queréis recordar lo que ocurrió en el pasado capítulo aquí os dejo de nuevo mi análisis para el canal. https://t.co/jywOUPcy4t,others 
1009,Gracias USER   El USER gana 3 x 0 y con un golazo de HASHTAG  HASHTAG,others 
1010,USER Gracias por la donación que seguramente efectuarà para reconstruir HASHTAG,joy 
1011,HASHTAG lidera movimiento global de Estudiantes para contener HASHTAG. Carta de apoyo del mundo científico (firmada también por USER) fue publicada la semana pasada por HASHTAG: 👉“Preocupaciones de Estudiantes están justificadas“ https://t.co/7lZX9lnb2e https://t.co/W9Dnrj1pKG,others 
1012,«El PSOE podría gobernar con el apoyo de Unidas Podemos y ERC».  Pues adelante. HASHTAG,others 
1013,El libro que me han regalado hoy. Feliz HASHTAG HASHTAG USER USER 📚🖤 https://t.co/AmwnoDdf6K,joy 
1014,Yo aquí...celebrando el HASHTAG como se debe. https://t.co/3RK9GBHq8y,joy 
1015,"D10S!!!  ES LO ÚNICO QUE PUEDO DECIR!  USER el mejor jugador en la historia del futbol! Y si, juega en USER   HASHTAG",joy 
1016,En el HASHTAG queremos que todos disfruten de una buena lectura. HASHTAG y cuéntanos:  ¿Qué estas leyendo ahora? https://t.co/JmZY3uzSzM,others 
1017,Casado contraprogamándose con Sánchez y Rivera para pasar desapercibido... HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/o61mGIidRH,others 
1018,Yo intentando comentar las HASHTAG y HASHTAG y evitando los spoilers del capítulo de HASHTAG que se ha filtrado. https://t.co/9OFJHncoCe,others 
1019,El USER se proclama CAMPEÓN DE LIGA! HASHTAG,joy 
1020,"Estoy súper feliz, estoy súper feliz! HASHTAG HASHTAG HASHTAG HASHTAG",joy 
1021,"HASHTAG   No te conozco, pero tu divinidad, belleza y valor histórico siempre han sido icono en mi mente,  representado en tu majestuosa arquitectura. Yo al igual que todos lamento tan triste tragedia. https://t.co/nsoWqoiKxQ",sadness 
1022,"Madre mía qué gilipollas sois lxs que os alegráis de lo de HASHTAG me cago en vuestra puta existencia de verdad, cómo me cabreáis.",anger 
1023,"Pasarán 200 años y el fútbol podrá cambiar mucho, pero nunca habrá alguien como Messi HASHTAG",joy 
1024,Barcelona vs...  ¿Quién le daría más pelea a HASHTAG y al HASHTAG?   HASHTAG | HASHTAG,surprise 
1025,USER unidos con Guaido.....acompañarlo....Fuerza y Fe.....#Venezuela,joy 
1026,"Celebra el HASHTAG📚 disfrutando de una buena lectura con los pequeños del hogar, bajo el abrigo de este encantador edredón 🛏️🦉 ¡Compra ya aquí 👉https://t.co/RuwtPulNqF! https://t.co/80zl4n2dzf",others 
1027,La historia todos la conocen. Pero la forma en que es contada es realmente sublime. El libro que más me gusta.   HASHTAG https://t.co/0mjKhxGhZR,joy 
1028,HASHTAG todo para que la sociedad sea mas culta y ayuda a depegarse de tantos aparatos tecnologicos y nos enseña a hablar mejor sobre todo nuestro idioma Español HASHTAG HASHTAG https://t.co/4u4t6D52Gw,others 
